Ticker,Name,Exchange
GHSAFN=X,GHS/AFN,CCY
LKRHKD=X,LKR/HKD,CCY
HUFMYR=X,HUF/MYR,CCY
ILSHKD=X,ILS/HKD,CCY
TNDMUR=X,TND/MUR,CCY
INRNZD=X,INR/NZD,CCY
JPYSGD=X,JPY/SGD,CCY
GBPCUP=X,GBP/CUP,CCY
BOBMXN=X,BOB/MXN,CCY
SDG=X,USD/SDG,CCY
SGDMOP=X,SGD/MOP,CCY
MXNVEF=X,MXN/VEF,CCY
HUFSAR=X,HUF/SAR,CCY
OMRLVL=X,OMR/LVL,CCY
ZARPHP=X,ZAR/PHP,CCY
BWPCHF=X,BWP/CHF,CCY
ZARUSD=X,ZAR/USD,CCY
VEFXDR=X,VEF/XDR,CCY
TNDPHP=X,TND/PHP,CCY
EURAFN=X,EUR/AFN,CCY
19752528.SW,GOLD 999.9/1000    ,EBS
KWDHUF=X,KWD/HUF,CCY
CHFHNL=X,CHF/HNL,CCY
EGPNOK=X,EGP/NOK,CCY
29134361=X,,
CHFFKP=X,CHF/FKP,CCY
TOPUSD=X,TOP/USD,CCY
LSLEUR=X,LSL/EUR,CCY
EUR-FJD.F,EUR/FJD,FRA
CHFPHP=X,CHF/PHP,CCY
ILSLVL=X,ILS/LVL,CCY
TNDJPY=X,TND/JPY,CCY
NOKRUB=X,NOK/RUB,CCY
EUR-TWD.F,EUR/TWD,FRA
11667427.SW,HELVETIA GOLDUNZE,EBS
CNYSEK=X,CNY/SEK,CCY
PLNINR=X,PLN/INR,CCY
CHF=X,USD/CHF,CCY
EURCNH=X,EUR/CNH,CCY
SARPKR=X,SAR/PKR,CCY
PHPVND=X,PHP/VND,CCY
SEKISK=X,SEK/ISK,CCY
CHFSGD=X,CHF/SGD,CCY
GBPNIO=X,GBP/NIO,CCY
GBPSOS=X,GBP/SOS,CCY
JPYMKD=X,JPY/MKD,CCY
LKRUSD=X,LKR/USD,CCY
CHFMAD=X,CHF/MAD,CCY
LTLIDR=X,LTL/IDR,CCY
EUR-SDG.F,EUR/SDG,FRA
GBPMDL=X,GBP/MDL,CCY
INRNOK=X,INR/NOK,CCY
ISKKES=X,ISK/KES,CCY
JPYUAH=X,JPY/UAH,CCY
SGDQAR=X,SGD/QAR,CCY
881349.MC,ESP/EUR FIXING,MCE
HKDTND=X,HKD/TND,CCY
GBPSGD=X,GBP/SGD,CCY
EURUYU=X,EUR/UYU,CCY
SEKLTL=X,SEK/LTL,CCY
CZKJOD=X,CZK/JOD,CCY
ZARILS=X,ZAR/ILS,CCY
OMRXDR=X,OMR/XDR,CCY
DKKBRL=X,DKK/BRL,CCY
19752593.SW,GOLD 999.9/1000    ,EBS
TWDDKK=X,TWD/DKK,CCY
CHFNPR=X,CHF/NPR,CCY
BTCUSD=X,USD/BTC,CCY
RONCAD=X,RON/CAD,CCY
BGNCHF=X,BGN/CHF,CCY
SEKKPW=X,SEK/KPW,CCY
EURERN=X,EUR/ERN,CCY
BRLCOP=X,BRL/COP,CCY
EURAWG=X,EUR/AWG,CCY
CHFTTD=X,CHF/TTD,CCY
GBPNOK=X,GBP/NOK,CCY
HU13.EX,HURRICANE FUTURES,EUX
AUHOE.SW,HOEH.VORTAG,EBS
LVLJOD=X,LVL/JOD,CCY
ZARHKD=X,ZAR/HKD,CCY
CZKEGP=X,CZK/EGP,CCY
EUR-IRR.F,EUR/IRR,FRA
RONRUB=X,RON/RUB,CCY
VUVUYU=X,VUV/UYU,CCY
RONILS=X,RON/ILS,CCY
THBNZD=X,THB/NZD,CCY
CHTIE.SW,TIEF.VORTAG,EBS
XDRGBP=X,XDR/GBP,CCY
KWDEGP=X,KWD/EGP,CCY
TRYRUB=X,TRY/RUB,CCY
HUFPLN=X,HUF/PLN,CCY
LTLSAR=X,LTL/SAR,CCY
GBPKGS=X,GBP/KGS,CCY
CHFSHP=X,CHF/SHP,CCY
SCRDKK=X,SCR/DKK,CCY
SEKMUR=X,SEK/MUR,CCY
CADLVL=X,CAD/LVL,CCY
GBPLRD=X,GBP/LRD,CCY
HRKBRL=X,HRK/BRL,CCY
PLNMAD=X,PLN/MAD,CCY
CLFJPY=X,CLF/JPY,CCY
BOBPYG=X,BOB/PYG,CCY
NZDCHF=X,NZD/CHF,CCY
PHPTHB=X,PHP/THB,CCY
LKRINR=X,LKR/INR,CCY
GBPPLN=X,GBP/PLN,CCY
RUBTHB=X,RUB/THB,CCY
BWPQAR=X,BWP/QAR,CCY
CHFXPF=X,CHF/XPF,CCY
ILSTWD=X,ILS/TWD,CCY
29134356=X,,
HRKRUB=X,HRK/RUB,CCY
BHDOMR=X,BHD/OMR,CCY
LVLHKD=X,LVL/HKD,CCY
RONZAR=X,RON/ZAR,CCY
DKKRUB=X,DKK/RUB,CCY
KESLTL=X,KES/LTL,CCY
KRWTHB=X,KRW/THB,CCY
EURLBP=X,EUR/LBP,CCY
HTGEUR=X,HTG/EUR,CCY
CADHRK=X,CAD/HRK,CCY
ETBCHF=X,ETB/CHF,CCY
UYUBOB=X,UYU/BOB,CCY
JPYLTL=X,JPY/LTL,CCY
KESCAD=X,KES/CAD,CCY
LVLSEK=X,LVL/SEK,CCY
19753825.SW,PALLADIUM 999.9,EBS
JPYQAR=X,JPY/QAR,CCY
KESHUF=X,KES/HUF,CCY
CADJPY=X,CAD/JPY,CCY
PENCOP=X,PEN/COP,CCY
GHSPGK=X,GHS/PGK,CCY
CHFAOA=X,CHF/AOA,CCY
HRK=X,USD/HRK,CCY
ZARMUR=X,ZAR/MUR,CCY
ZARLVL=X,ZAR/LVL,CCY
BRLCNY=X,BRL/CNY,CCY
LTLLKR=X,LTL/LKR,CCY
EURKHR=X,EUR/KHR,CCY
TRYJPY=X,TRY/JPY,CCY
MYRILS=X,MYR/ILS,CCY
JODEUR=X,JOD/EUR,CCY
GHSPHP=X,GHS/PHP,CCY
ANGZAR=X,ANG/ZAR,CCY
EURETB=X,EUR/ETB,CCY
BRLXDR=X,BRL/XDR,CCY
THBEUR=X,THB/EUR,CCY
MADTHB=X,MAD/THB,CCY
CZKPLN=X,CZK/PLN,CCY
KZTDKK=X,KZT/DKK,CCY
EURKYD=X,EUR/KYD,CCY
HTG=X,USD/HTG,CCY
ALLUSD=X,ALL/USD,CCY
CNYCHF=X,CNY/CHF,CCY
USD=X,USD/USD,CCY
INRKRW=X,INR/KRW,CCY
TWDJPY=X,TWD/JPY,CCY
EURRWF=X,EUR/RWF,CCY
GHSBHD=X,GHS/BHD,CCY
11667437.SW,HELVETIA SILBERUNZE,EBS
AEDQAR=X,AED/QAR,CCY
DKKUAH=X,DKK/UAH,CCY
MDL=X,USD/MDL,CCY
SGDBWP=X,SGD/BWP,CCY
CNYJOD=X,CNY/JOD,CCY
DKKSGD=X,DKK/SGD,CCY
CADMAD=X,CAD/MAD,CCY
CZKLBP=X,CZK/LBP,CCY
CADSRD=X,CAD/SRD,CCY
QARINR=X,QAR/INR,CCY
JODTWD=X,JOD/TWD,CCY
19754106.SW,GOLD 999.9/1000    ,EBS
TNDDKK=X,TND/DKK,CCY
CHFUZS=X,CHF/UZS,CCY
JPYGTQ=X,JPY/GTQ,CCY
HKDBRL=X,HKD/BRL,CCY
GDO.AS,GOLD 1 UZ,AMS
NOKHUF=X,NOK/HUF,CCY
CHFAZN=X,CHF/AZN,CCY
JPYTJS=X,JPY/TJS,CCY
OSFX.EX,SILVER,EUX
TWDMXN=X,TWD/MXN,CCY
CZKMAD=X,CZK/MAD,CCY
SYPSGD=X,SYP/SGD,CCY
MXNPLN=X,MXN/PLN,CCY
KRWEGP=X,KRW/EGP,CCY
JODQAR=X,JOD/QAR,CCY
UGXTND=X,UGX/TND,CCY
EUR-KES.F,EUR/KES,FRA
PHPTWD=X,PHP/TWD,CCY
EUR-KYD.F,EUR/KYD,FRA
HG23.EX,HURRICANE FUTURES,EUX
EURARS=X,EUR/ARS,CCY
LKRLTL=X,LKR/LTL,CCY
BRLHKD=X,BRL/HKD,CCY
RONTHB=X,RON/THB,CCY
DEM=X,USD/DEM,CCY
PENCAD=X,PEN/CAD,CCY
EURSCR=X,EUR/SCR,CCY
HU43.EX,HURRICANE FUTURES,EUX
NOKMAD=X,NOK/MAD,CCY
GBPCLF=X,GBP/CLF,CCY
UYUTHB=X,UYU/THB,CCY
2218017=X,,
EUR-ANG.F,EUR/ANG,FRA
PLNBHD=X,PLN/BHD,CCY
DWHEAT.MDD,WEIZEN,MDD
EUR-GTQ.F,EUR/GTQ,FRA
UGXTWD=X,UGX/TWD,CCY
AUDSEK=X,AUD/SEK,CCY
KWDNOK=X,KWD/NOK,CCY
VEFBRL=X,VEF/BRL,CCY
PHPLKR=X,PHP/LKR,CCY
UGXMWK=X,UGX/MWK,CCY
CNYNOK=X,CNY/NOK,CCY
LKRKRW=X,LKR/KRW,CCY
287639=X,,
ZMWGBP=X,ZMW/GBP,CCY
DKKKES=X,DKK/KES,CCY
LKRCAD=X,LKR/CAD,CCY
EURAMD=X,EUR/AMD,CCY
RUBLVL=X,RUB/LVL,CCY
TWDPLN=X,TWD/PLN,CCY
EUR-GEL.F,EUR/GEL,FRA
SGDMXN=X,SGD/MXN,CCY
JODIDR=X,JOD/IDR,CCY
PKRDKK=X,PKR/DKK,CCY
TNDIDR=X,TND/IDR,CCY
19753424.SW,SILBER 999/1000,EBS
GMDGBP=X,GMD/GBP,CCY
CZK=X,USD/CZK,CCY
CHFSBD=X,CHF/SBD,CCY
THBCHF=X,THB/CHF,CCY
PLNHKD=X,PLN/HKD,CCY
EURTWD=X,EUR/TWD,CCY
GBPPKR=X,GBP/PKR,CCY
SVC=X,USD/SVC,CCY
QARHUF=X,QAR/HUF,CCY
LTLKWD=X,LTL/KWD,CCY
RUBCNY=X,RUB/CNY,CCY
MNT=X,USD/MNT,CCY
BWPBDT=X,BWP/BDT,CCY
LTLRSD=X,LTL/RSD,CCY
HKDBDT=X,HKD/BDT,CCY
EURTJS=X,EUR/TJS,CCY
GBPUYU=X,GBP/UYU,CCY
GHSTHB=X,GHS/THB,CCY
ISKMAD=X,ISK/MAD,CCY
BRLUYU=X,BRL/UYU,CCY
SEKEGP=X,SEK/EGP,CCY
BWPHUF=X,BWP/HUF,CCY
UAH=X,USD/UAH,CCY
GBPETB=X,GBP/ETB,CCY
KESINR=X,KES/INR,CCY
GHSCLP=X,GHS/CLP,CCY
PENBOB=X,PEN/BOB,CCY
TRYAED=X,TRY/AED,CCY
EURTMT=X,EUR/TMT,CCY
CHFMXN=X,CHF/MXN,CCY
AUDMGA=X,AUD/MGA,CCY
CHFBBD=X,CHF/BBD,CCY
EOSF.F,EUR/CHF FIXING,FRA
EURNZD=X,EUR/NZD,CCY
NZDCAD=X,NZD/CAD,CCY
QARLKR=X,QAR/LKR,CCY
RSDGBP=X,RSD/GBP,CCY
EUR-HUF.F,EUR/HUF,FRA
GBPAFN=X,GBP/AFN,CCY
AEDCZK=X,AED/CZK,CCY
EURVEF=X,EUR/VEF,CCY
KESDKK=X,KES/DKK,CCY
ZAREGP=X,ZAR/EGP,CCY
COPUYU=X,COP/UYU,CCY
HU42.EX,STURM USA 40BN 12,EUX
QARILS=X,QAR/ILS,CCY
CZKEUR=X,CZK/EUR,CCY
KESSEK=X,KES/SEK,CCY
ISKCNY=X,ISK/CNY,CCY
ILSXDR=X,ILS/XDR,CCY
NOKAUD=X,NOK/AUD,CCY
JPYRON=X,JPY/RON,CCY
HRKRON=X,HRK/RON,CCY
TNDNOK=X,TND/NOK,CCY
CZKHUF=X,CZK/HUF,CCY
TNDZAR=X,TND/ZAR,CCY
XF000EURCZK4.SG,EUR/CZK FIXING,STU
AEDRUB=X,AED/RUB,CCY
EUR-TMT.F,EUR/TMT,FRA
RUBZAR=X,RUB/ZAR,CCY
BRLTRY=X,BRL/TRY,CCY
LTLCNY=X,LTL/CNY,CCY
TRYCAD=X,TRY/CAD,CCY
LTLPHP=X,LTL/PHP,CCY
KESAUD=X,KES/AUD,CCY
PHPTND=X,PHP/TND,CCY
EURUSDFIX=X,,
TNDCAD=X,TND/CAD,CCY
OMRILS=X,OMR/ILS,CCY
SGDKES=X,SGD/KES,CCY
KESMXN=X,KES/MXN,CCY
BHDGBP=X,BHD/GBP,CCY
GBPIRR=X,GBP/IRR,CCY
PLNSGD=X,PLN/SGD,CCY
19664789.SW,SILVER COINS 5 UZ,EBS
SEKNZD=X,SEK/NZD,CCY
ZAREUR=X,ZAR/EUR,CCY
EUR-GMD.F,EUR/GMD,FRA
GHSAED=X,GHS/AED,CCY
VUVBOB=X,VUV/BOB,CCY
BMS.PA,WHEAT,PAR
MYRTWD=X,MYR/TWD,CCY
SHP=X,USD/SHP,CCY
VEF=X,USD/VEF,CCY
CADNZD=X,CAD/NZD,CCY
CNYLKR=X,CNY/LKR,CCY
GHSMUR=X,GHS/MUR,CCY
RUBAED=X,RUB/AED,CCY
KWDBHD=X,KWD/BHD,CCY
ZARMWK=X,ZAR/MWK,CCY
EUROMR=X,EUR/OMR,CCY
CHFCLP=X,CHF/CLP,CCY
JPYBAM=X,JPY/BAM,CCY
GHS=X,USD/GHS,CCY
CHFZWL=X,CHF/ZWL,CCY
VND=X,USD/VND,CCY
GHSTOP=X,GHS/TOP,CCY
EURSEK=X,EUR/SEK,CCY
10367025.EX,STURM USA 50BN 10,EUX
EGPGBP=X,EGP/GBP,CCY
EURZMW=X,EUR/ZMW,CCY
ALLGBP=X,ALL/GBP,CCY
THBPHP=X,THB/PHP,CCY
INRLKR=X,INR/LKR,CCY
UYUPEN=X,UYU/PEN,CCY
BWP=X,USD/BWP,CCY
INRBGN=X,INR/BGN,CCY
HUFPHP=X,HUF/PHP,CCY
JPYSTD=X,JPY/STD,CCY
EUR-MAD.F,EUR/MAD,FRA
CADUZS=X,CAD/UZS,CCY
EURGBPFIX=X,,
HKDZAR=X,HKD/ZAR,CCY
PHP=X,USD/PHP,CCY
HF50.EX,STURM FL 50BN 10,EUX
PLNTWD=X,PLN/TWD,CCY
GBPAWG=X,GBP/AWG,CCY
KRWLKR=X,KRW/LKR,CCY
EURSYP=X,EUR/SYP,CCY
GHSCNY=X,GHS/CNY,CCY
EURSDG=X,EUR/SDG,CCY
EUR-EUR.F,EUR/EUR ,FRA
OMRAED=X,OMR/AED,CCY
JODZAR=X,JOD/ZAR,CCY
JPYJOD=X,JPY/JOD,CCY
GHSSGD=X,GHS/SGD,CCY
BSDUSD=X,BSD/USD,CCY
AUDZAR=X,AUD/ZAR,CCY
NZDAUD=X,NZD/AUD,CCY
EURMZN=X,EUR/MZN,CCY
GHSKWD=X,GHS/KWD,CCY
SARMUR=X,SAR/MUR,CCY
ILSLTL=X,ILS/LTL,CCY
JODPHP=X,JOD/PHP,CCY
SEKRUB=X,SEK/RUB,CCY
QARISK=X,QAR/ISK,CCY
EUR-NGN.F,EUR/NGN,FRA
BWPHRK=X,BWP/HRK,CCY
BNDDKK=X,BND/DKK,CCY
GBPTTD=X,GBP/TTD,CCY
RUBJOD=X,RUB/JOD,CCY
SARPHP=X,SAR/PHP,CCY
29134371=X,,
GBPGNF=X,GBP/GNF,CCY
SGDAED=X,SGD/AED,CCY
EUR-PHP.F,EUR/PHP,FRA
TNDSEK=X,TND/SEK,CCY
SEKMAD=X,SEK/MAD,CCY
CLFCLP=X,CLF/CLP,CCY
EUR-HRK.F,EUR/HRK,FRA
BGNLVL=X,BGN/LVL,CCY
EURNPR=X,EUR/NPR,CCY
MADNOK=X,MAD/NOK,CCY
RONNZD=X,RON/NZD,CCY
NZDOMR=X,NZD/OMR,CCY
INREUR=X,INR/EUR,CCY
CHFBTN=X,CHF/BTN,CCY
EUR-CZK.F,EUR/CZK,FRA
UYUVEF=X,UYU/VEF,CCY
AUDMUR=X,AUD/MUR,CCY
ILSMXN=X,ILS/MXN,CCY
CADOMR=X,CAD/OMR,CCY
MADGBP=X,MAD/GBP,CCY
JODMXN=X,JOD/MXN,CCY
CHFSCR=X,CHF/SCR,CCY
BMDCHF=X,BMD/CHF,CCY
FRF=X,USD/FRF,CCY
13750330.SW,CHINA GOLD TAEL,EBS
EGPINR=X,EGP/INR,CCY
CHFPGK=X,CHF/PGK,CCY
ZARPKR=X,ZAR/PKR,CCY
CLPDKK=X,CLP/DKK,CCY
VEFCAD=X,VEF/CAD,CCY
XF000EURMXN2.SG,EUR/MXN FIXING,STU
GBPLAK=X,GBP/LAK,CCY
DKKEUR=X,DKK/EUR,CCY
LVLINR=X,LVL/INR,CCY
SARLTL=X,SAR/LTL,CCY
NZDKES=X,NZD/KES,CCY
CZKDKK=X,CZK/DKK,CCY
SVCGBP=X,SVC/GBP,CCY
SAROMR=X,SAR/OMR,CCY
HUFKES=X,HUF/KES,CCY
THBCOP=X,THB/COP,CCY
EURCADFIX=X,,
OMA.PA,MAIZE,PAR
HRKAUD=X,HRK/AUD,CCY
SGDZAR=X,SGD/ZAR,CCY
ILSQAR=X,ILS/QAR,CCY
GHSRWF=X,GHS/RWF,CCY
LTLDKK=X,LTL/DKK,CCY
AUDGHS=X,AUD/GHS,CCY
GHSBDT=X,GHS/BDT,CCY
MXNPEN=X,MXN/PEN,CCY
THBTND=X,THB/TND,CCY
CHFXOF=X,CHF/XOF,CCY
CZKKWD=X,CZK/KWD,CCY
GHSVND=X,GHS/VND,CCY
GBPPAB=X,GBP/PAB,CCY
CHFMVR=X,CHF/MVR,CCY
LVLNZD=X,LVL/NZD,CCY
GLDUZ=X,,
JODEGP=X,JOD/EGP,CCY
QARRUB=X,QAR/RUB,CCY
CNHUSD=X,CNH/USD,CCY
TNDKRW=X,TND/KRW,CCY
GBPVND=X,GBP/VND,CCY
EURXPF=X,EUR/XPF,CCY
KRWJPY=X,KRW/JPY,CCY
XOFDKK=X,XOF/DKK,CCY
JODAMD=X,JOD/AMD,CCY
SYPHKD=X,SYP/HKD,CCY
GYD=X,USD/GYD,CCY
29134358=X,,
CADKMF=X,CAD/KMF,CCY
PENGBP=X,PEN/GBP,CCY
YERTHB=X,YER/THB,CCY
CHFZMW=X,CHF/ZMW,CCY
BOBCOP=X,BOB/COP,CCY
KWDLKR=X,KWD/LKR,CCY
EUR-AOA.F,EUR/AOA,FRA
JPYTMT=X,JPY/TMT,CCY
AEDUSD=X,AED/USD,CCY
MXNJOD=X,MXN/JOD,CCY
JPYMDL=X,JPY/MDL,CCY
NZDXDR=X,NZD/XDR,CCY
ISKMXN=X,ISK/MXN,CCY
MYRTRY=X,MYR/TRY,CCY
PENMXN=X,PEN/MXN,CCY
MXNMAD=X,MXN/MAD,CCY
CUPEUR=X,CUP/EUR,CCY
JPYZMW=X,JPY/ZMW,CCY
AWGCHF=X,AWG/CHF,CCY
MYRCNY=X,MYR/CNY,CCY
MURINR=X,MUR/INR,CCY
UGXXOF=X,UGX/XOF,CCY
GBPGYD=X,GBP/GYD,CCY
INR=X,USD/INR,CCY
IDRJPY=X,IDR/JPY,CCY
BWPOMR=X,BWP/OMR,CCY
NOKTND=X,NOK/TND,CCY
CHFINR=X,CHF/INR,CCY
SARBHD=X,SAR/BHD,CCY
ETB=X,USD/ETB,CCY
ZARRSD=X,ZAR/RSD,CCY
EURALL=X,,CCY
HKDOMR=X,HKD/OMR,CCY
JPYCNH=X,JPY/CNH,CCY
EURGHS=X,EUR/GHS,CCY
XF000EURPEN5.SG,EUR/PEN,STU
CHFAED=X,CHF/AED,CCY
INRMAD=X,INR/MAD,CCY
HUFJPY=X,HUF/JPY,CCY
UAHGBP=X,UAH/GBP,CCY
1759700=X,,
EUR-UZS.F,EUR/UZS,FRA
29134360=X,,
BWPFJD=X,BWP/FJD,CCY
AUDBAM=X,AUD/BAM,CCY
JPYAED=X,JPY/AED,CCY
CADZWL=X,CAD/ZWL,CCY
CADYER=X,CAD/YER,CCY
CNHKRW=X,CNH/KRW,CCY
ZMWCHF=X,ZMW/CHF,CCY
GBPDKK=X,GBP/DKK,CCY
INRTHB=X,INR/THB,CCY
NZDMYR=X,NZD/MYR,CCY
274720=X,,
JPYIRR=X,JPY/IRR,CCY
RONCHF=X,RON/CHF,CCY
GHSSEK=X,GHS/SEK,CCY
AUDBZD=X,AUD/BZD,CCY
LKRMXN=X,LKR/MXN,CCY
CLPUYU=X,CLP/UYU,CCY
NZDJPY=X,NZD/JPY,CCY
KWDSGD=X,KWD/SGD,CCY
DOPGBP=X,DOP/GBP,CCY
GBPKZT=X,GBP/KZT,CCY
SEKCNY=X,SEK/CNY,CCY
TRYEUR=X,TRY/EUR,CCY
HRKCNY=X,HRK/CNY,CCY
THBKWD=X,THB/KWD,CCY
INRPHP=X,INR/PHP,CCY
INRILS=X,INR/ILS,CCY
GBPVEF=X,GBP/VEF,CCY
JPYGYD=X,JPY/GYD,CCY
PLNILS=X,PLN/ILS,CCY
EURDOP=X,EUR/DOP,CCY
ISKINR=X,ISK/INR,CCY
EURBMD=X,EUR/BMD,CCY
EURXCD=X,EUR/XCD,CCY
CHFCNY=X,CHF/CNY,CCY
GIPCHF=X,GIP/CHF,CCY
BNDXDR=X,BND/XDR,CCY
PLNNZD=X,PLN/NZD,CCY
881343.IR,IEP/EUR FIXING,ISE
HKDTWD=X,HKD/TWD,CCY
ARSTHB=X,ARS/THB,CCY
29134368=X,,
ILSOMR=X,ILS/OMR,CCY
LKRXDR=X,LKR/XDR,CCY
XF000EURINR2.SG,EUR/INR FIXING,STU
HKDBOB=X,HKD/BOB,CCY
FJDNZD=X,FJD/NZD,CCY
HKDPKR=X,HKD/PKR,CCY
INRZAR=X,INR/ZAR,CCY
AEDMXN=X,AED/MXN,CCY
GBPTND=X,GBP/TND,CCY
MURIDR=X,MUR/IDR,CCY
PHPEGP=X,PHP/EGP,CCY
JODMUR=X,JOD/MUR,CCY
BWPMYR=X,BWP/MYR,CCY
BWPLKR=X,BWP/LKR,CCY
EUR-KRW.F,EUR/KRW,FRA
GBPZAR=X,GBP/ZAR,CCY
EUR-NPR.F,EUR/NPR,FRA
NZDQAR=X,NZD/QAR,CCY
MXNARS=X,MXN/ARS,CCY
AEDEUR=X,AED/EUR,CCY
GELUSD=X,GEL/USD,CCY
KYDUSD=X,KYD/USD,CCY
IDRHUF=X,IDR/HUF,CCY
AUDLKR=X,AUD/LKR,CCY
OMRCZK=X,OMR/CZK,CCY
SEKGBP=X,SEK/GBP,CCY
GBPTRY=X,GBP/TRY,CCY
UGXJPY=X,UGX/JPY,CCY
HKDLTL=X,HKD/LTL,CCY
ILSDKK=X,ILS/DKK,CCY
ZARUGX=X,ZAR/UGX,CCY
SGDTWD=X,SGD/TWD,CCY
CZKIDR=X,CZK/IDR,CCY
JPYGNF=X,JPY/GNF,CCY
KMF=X,USD/KMF,CCY
MADTND=X,MAD/TND,CCY
MYRBOB=X,MYR/BOB,CCY
CNHINR=X,CNH/INR,CCY
LTLRUB=X,LTL/RUB,CCY
NZDCZK=X,NZD/CZK,CCY
NOKQAR=X,NOK/QAR,CCY
INRSEK=X,INR/SEK,CCY
GBPISK=X,GBP/ISK,CCY
GIP=X,USD/GIP,CCY
PHPLTL=X,PHP/LTL,CCY
PLNQAR=X,PLN/QAR,CCY
VEFPEN=X,VEF/PEN,CCY
JPYGIP=X,JPY/GIP,CCY
CZKNOK=X,CZK/NOK,CCY
UGXAFN=X,UGX/AFN,CCY
EUR-SYP.F,EUR/SYP,FRA
NOKSAR=X,NOK/SAR,CCY
HUFNZD=X,HUF/NZD,CCY
HKDKRW=X,HKD/KRW,CCY
UGXCNH=X,UGX/CNH,CCY
XDRDKK=X,XDR/DKK,CCY
TWDHKD=X,TWD/HKD,CCY
JPYMMK=X,JPY/MMK,CCY
EUR-GIP.F,EUR/GIP,FRA
QARAUD=X,QAR/AUD,CCY
HRKPLN=X,HRK/PLN,CCY
TRYPHP=X,TRY/PHP,CCY
FIMUSD=X,,
AUDCHF=X,AUD/CHF,CCY
ISKTND=X,ISK/TND,CCY
PHPCNY=X,PHP/CNY,CCY
INRQAR=X,INR/QAR,CCY
CHFMRO=X,CHF/MRO,CCY
19753442.SW,SILBER 999/1000,EBS
CZKNZD=X,CZK/NZD,CCY
CZKLKR=X,CZK/LKR,CCY
LKRSEK=X,LKR/SEK,CCY
HKDQAR=X,HKD/QAR,CCY
EURBYR=X,EUR/BYR,CCY
CUPGBP=X,CUP/GBP,CCY
BSDCHF=X,BSD/CHF,CCY
GBPZMW=X,GBP/ZMW,CCY
DKKJPY=X,DKK/JPY,CCY
JPYYER=X,JPY/YER,CCY
TNDKWD=X,TND/KWD,CCY
PKRGBP=X,PKR/GBP,CCY
XF000EURTRY6.SG,EUR/TRY FIXING,STU
19838330.SW,SILBER 999/1000,EBS
PLNCAD=X,PLN/CAD,CCY
LTLUSD=X,LTL/USD,CCY
IEPUSD=X,IEP/USD,CCY
LVLCAD=X,LVL/CAD,CCY
INRHKD=X,INR/HKD,CCY
BWPMUR=X,BWP/MUR,CCY
GHSFJD=X,GHS/FJD,CCY
MURPLN=X,MUR/PLN,CCY
CADAOA=X,CAD/AOA,CCY
VUVNGN=X,VUV/NGN,CCY
AEDNZD=X,AED/NZD,CCY
OMRDKK=X,OMR/DKK,CCY
CADSAR=X,CAD/SAR,CCY
NOKJOD=X,NOK/JOD,CCY
CADUSD=X,CAD/USD,CCY
EURTZS=X,EUR/TZS,CCY
UGXTOP=X,UGX/TOP,CCY
HKDIDR=X,HKD/IDR,CCY
MADUSD=X,MAD/USD,CCY
SGDNOK=X,SGD/NOK,CCY
RONAED=X,RON/AED,CCY
HKDCNY=X,HKD/CNY,CCY
MXNLKR=X,MXN/LKR,CCY
CLPCOP=X,CLP/COP,CCY
THBQAR=X,THB/QAR,CCY
CADMWK=X,CAD/MWK,CCY
INRISK=X,INR/ISK,CCY
ISKJOD=X,ISK/JOD,CCY
29134330=X,,
KESCHF=X,KES/CHF,CCY
MADPHP=X,MAD/PHP,CCY
LSLGBP=X,LSL/GBP,CCY
CHFXCD=X,CHF/XCD,CCY
TRYSAR=X,TRY/SAR,CCY
TNDHKD=X,TND/HKD,CCY
JMDCHF=X,JMD/CHF,CCY
CHFHKD=X,CHF/HKD,CCY
BWPVND=X,BWP/VND,CCY
SGDBGN=X,SGD/BGN,CCY
CNYBRL=X,CNY/BRL,CCY
CADCZK=X,CAD/CZK,CCY
KESPHP=X,KES/PHP,CCY
SGDMAD=X,SGD/MAD,CCY
BWPSEK=X,BWP/SEK,CCY
PHPLVL=X,PHP/LVL,CCY
GBPBIF=X,GBP/BIF,CCY
QARJPY=X,QAR/JPY,CCY
NZDPGK=X,NZD/PGK,CCY
ISKCZK=X,ISK/CZK,CCY
PHPAED=X,PHP/AED,CCY
LTLLVL=X,LTL/LVL,CCY
MURLKR=X,MUR/LKR,CCY
CNHJPY=X,CNH/JPY,CCY
CNY=X,USD/CNY,CCY
VEFPYG=X,VEF/PYG,CCY
MADSAR=X,MAD/SAR,CCY
DKKTND=X,DKK/TND,CCY
RUBCZK=X,RUB/CZK,CCY
PHPNZD=X,PHP/NZD,CCY
MYRCHF=X,MYR/CHF,CCY
CNYUSD=X,CNY/USD,CCY
CHFFJD=X,CHF/FJD,CCY
ZARAUD=X,ZAR/AUD,CCY
TJSUSD=X,TJS/USD,CCY
JPYAWG=X,JPY/AWG,CCY
CADAFN=X,CAD/AFN,CCY
GTQGBP=X,GTQ/GBP,CCY
BWPZWL=X,BWP/ZWL,CCY
THBLKR=X,THB/LKR,CCY
XDR=X,USD/XDR,CCY
LYD=X,USD/LYD,CCY
BOBCHF=X,BOB/CHF,CCY
EUR-CDF.F,EUR/CDF,FRA
JPYMNT=X,JPY/MNT,CCY
CADAWG=X,CAD/AWG,CCY
TRYBRL=X,TRY/BRL,CCY
SGDIDR=X,SGD/IDR,CCY
UGXFJD=X,UGX/FJD,CCY
ZARRUB=X,ZAR/RUB,CCY
